n;mae
60;0.139871836
65;0.137863889
70;0.137726232
75;0.135906711
80;0.135185793
85;0.139445066
90;0.136745051
95;0.136701018
100;0.139336899
105;0.135843024
110;0.139606878
115;0.138055965
120;0.139924824
125;0.140098378
130;0.138742805
135;0.136027962
140;0.138234615
145;0.135666996
150;0.135764509
155;0.139604539
160;0.13617745
165;0.136060372
170;0.137847647
175;0.13934651
180;0.135922298
185;0.137807861
190;0.134235188
195;0.136581212
200;0.137424529
205;0.135699823
210;0.136657894
215;0.130971134
220;0.135906756
225;0.138193265
230;0.136288926
235;0.143375129
240;0.140625417
245;0.138585076
250;0.136044264
255;0.138194859
260;0.138477311
265;0.138207152
270;0.136858493
275;0.136931643
280;0.138449952
285;0.137357563
290;0.136648625
295;0.132613838
5;0.147427171
10;0.143019572
15;0.141665578
20;0.139594629
25;0.135427803
30;0.139864519
35;0.137274012
40;0.137240663
45;0.132459417
50;0.137303859
55;0.139007032
60;0.134783193
65;0.136454865
70;0.140040636
75;0.136937514
80;0.140588269
85;0.136355251
90;0.138940349
95;0.138045475
100;0.13454923
105;0.138453856
110;0.136062637
115;0.136214793
120;0.138875276
125;0.13867113
130;0.140890032
135;0.13399446
140;0.137160227
145;0.137503207
150;0.134686589
155;0.139772713
160;0.137987122
165;0.135764614
170;0.13652274
175;0.133353159
180;0.137120813
185;0.135892153
190;0.135242999
195;0.135709792
200;0.138920203
205;0.137291014
210;0.134397611
215;0.138360813
220;0.136788353
225;0.13873823
230;0.137557402
235;0.141281977
240;0.133235514
245;0.137914777
250;0.135507986
255;0.137338474
260;0.138465047
265;0.137840196
270;0.138176933
275;0.137170807
280;0.140062422
285;0.13942188
290;0.141521648
295;0.13734287
5;0.142919406
10;0.142468378
15;0.136344388
20;0.142386585
25;0.136061639
30;0.145698026
35;0.142552331
40;0.139382869
45;0.139982224
50;0.141769499
55;0.13944073
60;0.137454331
65;0.137612358
70;0.137409255
75;0.135596752
80;0.140991658
85;0.135366514
90;0.138108611
95;0.136472628
100;0.138438255
105;0.138254821
110;0.139266014
115;0.134888321
120;0.133906603
125;0.13513951
130;0.141500384
135;0.13635771
140;0.13729015
145;0.134175897
150;0.143320739
155;0.137848377
160;0.133259133
165;0.135287032
170;0.136510581
175;0.13848038
180;0.138521582
185;0.138506457
190;0.138596967
195;0.141483366
200;0.137066975
205;0.135234132
210;0.135490924
215;0.138260067
220;0.13544713
225;0.139362007
230;0.137203544
235;0.137562901
240;0.136452526
245;0.137404576
250;0.139237791
255;0.137417868
260;0.136038795
265;0.134136498
270;0.136916265
275;0.134771675
280;0.139011323
285;0.138206407
290;0.141771466
295;0.136752978
5;0.142512619
10;0.14529027
15;0.135856032
20;0.142507076
25;0.143356442
30;0.139035583
35;0.138718024
40;0.137791678
45;0.138097495
50;0.13944155
55;0.139773279
60;0.135933414
65;0.136492983
70;0.137496024
75;0.135339811
80;0.136753038
85;0.135525659
90;0.138918459
95;0.139108688
100;0.136070132
105;0.133078814
110;0.138394251
115;0.137134567
120;0.137950659
125;0.136137873
130;0.133514285
135;0.138433114
140;0.137471184
145;0.14141205
150;0.143597096
155;0.140952364
160;0.13736859
165;0.138419554
170;0.13439019
175;0.136778742
180;0.139529631
185;0.141055718
190;0.136013389
195;0.138562202
200;0.137178451
205;0.137251541
210;0.137390316
215;0.13768591
220;0.13991113
225;0.138334438
230;0.139668912
235;0.13864246
240;0.135955766
245;0.136281729
250;0.134695485
255;0.137357727
260;0.138559684
265;0.1433696
270;0.134280309
275;0.138231084
280;0.138377368
285;0.137484133
290;0.137681887
295;0.136112183
5;0.146701887
10;0.140828624
15;0.140834287
20;0.14224638
25;0.138957396
30;0.14258796
35;0.139739394
40;0.139789566
45;0.141637996
50;0.13650313
55;0.138446331
60;0.134655535
65;0.136579037
70;0.134908095
75;0.136135921
80;0.137912884
85;0.135611042
90;0.138194039
95;0.138620481
100;0.137992874
105;0.135652483
110;0.140621796
115;0.138485402
120;0.132252112
125;0.134784713
130;0.134801999
135;0.135765925
140;0.138133898
145;0.138537958
150;0.136950731
155;0.138135791
160;0.142960444
165;0.136729181
170;0.134642482
175;0.138020352
180;0.136585906
185;0.136709973
190;0.140554637
195;0.136145979
200;0.134226024
205;0.137335137
210;0.137626916
215;0.136601314
220;0.134909883
225;0.138500199
230;0.14046371
235;0.132681608
240;0.134928763
245;0.134803712
250;0.139064968
255;0.13910234
260;0.138211682
265;0.140288904
270;0.139903501
275;0.135560378
280;0.136275724
285;0.139996186
290;0.141480133
295;0.137756199
5;0.142661884
10;0.14036569
15;0.137315631
20;0.139908016
25;0.13995339
30;0.138599724
35;0.143080026
40;0.138302088
45;0.137713686
50;0.138234019
55;0.140188575
60;0.137919143
65;0.137542665
70;0.134279743
75;0.141455993
80;0.133895248
85;0.136901438
90;0.138635397
95;0.139001936
100;0.136586174
105;0.139080212
110;0.140070915
115;0.137267411
120;0.136740521
125;0.138188273
130;0.140673816
135;0.134938151
140;0.13787736
145;0.138142675
150;0.138451144
155;0.137707695
160;0.134361207
165;0.137299135
170;0.136322573
175;0.136726037
180;0.135040015
185;0.140944555
190;0.137005389
195;0.138592526
200;0.135271192
205;0.135779843
210;0.135774806
215;0.135785997
220;0.13998948
225;0.136960939
230;0.143116415
235;0.139321208
240;0.13452743
245;0.136879772
250;0.140079424
255;0.134993702
260;0.136899859
265;0.142422244
270;0.136038393
275;0.133893564
280;0.136230692
285;0.13888444
290;0.137701929
295;0.137623981
5;0.145237133
10;0.143072084
15;0.14210698
20;0.140743181
25;0.136720419
30;0.139064834
35;0.138345033
40;0.141939625
45;0.13731049
50;0.13947846
55;0.136911988
60;0.138778806
65;0.137539774
70;0.137618944
75;0.141067713
80;0.137460291
85;0.141647965
90;0.139076859
95;0.135092333
100;0.136293665
105;0.134514242
110;0.138565063
115;0.141221762
120;0.138561964
125;0.138654307
130;0.137425989
135;0.139292195
140;0.138849765
145;0.135448918
150;0.139747247
155;0.138510913
160;0.13853994
165;0.138276055
170;0.135585606
175;0.137813076
180;0.138035193
185;0.136324048
190;0.134474769
195;0.136451006
200;0.135731265
205;0.139645487
210;0.140246108
215;0.1446383
220;0.136107206
225;0.136544615
230;0.136516243
235;0.137244761
240;0.137584105
245;0.139144927
250;0.134734854
255;0.135280892
260;0.134317398
265;0.136260912
270;0.135008663
275;0.136994034
280;0.136263654
285;0.13277483
290;0.139292777
295;0.142076492
5;0.142194852
10;0.142506585
15;0.140772909
20;0.13883087
25;0.136575833
30;0.138184771
35;0.135017499
40;0.137163296
45;0.141042352
50;0.135576993
55;0.138667077
60;0.13896361
65;0.137228116
70;0.138213247
75;0.13921994
80;0.133599997
85;0.136169836
90;0.135841027
95;0.133592054
100;0.136334345
105;0.1386832
110;0.136737525
115;0.139033139
120;0.136276662
125;0.136803314
130;0.136800393
135;0.142424107
140;0.138222113
145;0.135931581
150;0.138746619
155;0.134861097
160;0.139593288
165;0.139505073
170;0.138153091
175;0.137173831
180;0.136741787
185;0.136122659
190;0.137042686
195;0.140945613
200;0.136463046
205;0.138874158
210;0.134724364
215;0.138965234
220;0.138637438
225;0.1388987
230;0.138917387
235;0.136247724
240;0.135626167
245;0.133830279
250;0.136906028
255;0.135569066
260;0.138634577
265;0.138249606
270;0.13826023
275;0.137946978
280;0.138814569
285;0.1380357
290;0.135638833
295;0.13595286
5;0.142924204
10;0.144413814
15;0.139355406
20;0.139398903
25;0.143501863
30;0.140415639
35;0.136571959
40;0.134667858
45;0.136990026
50;0.137506574
55;0.134879231
60;0.141623542
65;0.138432264
70;0.136314228
75;0.138665855
80;0.134204581
85;0.140592143
90;0.135206953
95;0.136505306
100;0.140868723
105;0.135513186
110;0.137120321
115;0.138587445
120;0.133049473
125;0.139995724
130;0.133784592
135;0.136647105
140;0.137374818
145;0.139422581
150;0.135947421
155;0.13603434
160;0.134309754
165;0.138207272
170;0.137119696
175;0.13764067
180;0.133236632
185;0.135522082
190;0.136058524
195;0.136654451
200;0.137661979
205;0.135707304
210;0.138640687
215;0.137351766
220;0.14216809
225;0.133321211
230;0.136654019
235;0.137981072
240;0.135571063
245;0.135116756
250;0.134657532
255;0.144684091
260;0.136293218
265;0.138637766
270;0.137033433
275;0.135306671
280;0.13661477
285;0.133877352
290;0.137557238
295;0.134310901
5;0.149409518
10;0.139993981
15;0.140988708
20;0.142412901
25;0.138342097
30;0.139559612
35;0.140514195
40;0.13595666
45;0.140009731
50;0.138229623
55;0.140237138
60;0.136969388
65;0.137417123
70;0.138127372
75;0.134639502
80;0.140349954
85;0.136575714
90;0.137067616
95;0.140927687
100;0.136702299
105;0.134490639
110;0.139811248
115;0.137803584
120;0.137865499
125;0.136884108
130;0.140241832
135;0.139553174
140;0.139083728
145;0.138648525
150;0.135557026
155;0.136696115
160;0.136381194
165;0.136189744
170;0.135867462
175;0.139418647
180;0.133649632
185;0.135763586
190;0.135266319
195;0.134123221
200;0.140653968
205;0.134110048
210;0.137845606
215;0.136008516
220;0.141502514
225;0.137457773
230;0.137573764
235;0.138919249
240;0.138174385
245;0.137856811
250;0.133220404
255;0.137080804
260;0.140139252
265;0.136571929
270;0.135634005
275;0.138468266
280;0.136760697
285;0.13777329
290;0.137615606
295;0.136482716
5;0.14316529
10;0.141460717
15;0.138140246
20;0.138111174
25;0.138543636
30;0.138550058
35;0.137274191
40;0.141345128
45;0.136366665
50;0.138261631
55;0.136406764
60;0.134912327
65;0.13692081
70;0.13811411
75;0.134820446
80;0.136509493
85;0.141293257
90;0.13880451
95;0.134784654
100;0.135239661
105;0.135573864
110;0.13837117
115;0.134716108
120;0.135954082
125;0.140287951
130;0.136064008
135;0.142093137
140;0.135967821
145;0.139515817
150;0.138372093
155;0.137733117
160;0.138880134
165;0.138202906
170;0.139171839
175;0.136354491
180;0.140392706
185;0.136329919
190;0.135869309
195;0.140591606
200;0.136392996
205;0.141340598
210;0.136926919
215;0.139346436
220;0.13596262
225;0.139039233
230;0.136994332
235;0.138312802
240;0.137248844
245;0.134573668
250;0.137582019
255;0.133923948
260;0.136608765
265;0.134827673
270;0.137846008
275;0.138192639
280;0.138780341
285;0.138592377
290;0.137995005
295;0.135911614
5;0.141160548
10;0.139117703
15;0.14398627
20;0.133319423
25;0.137419686
30;0.13887924
35;0.137759507
40;0.134555846
45;0.138205469
50;0.136472896
55;0.138547033
60;0.136271253
65;0.136317998
70;0.137330055
75;0.140348569
80;0.137381747
85;0.136628613
90;0.139815301
95;0.135981902
100;0.14119646
105;0.137286544
110;0.13732636
115;0.135671899
120;0.138079956
125;0.134382531
130;0.141325265
135;0.134991989
140;0.135761842
145;0.137590587
150;0.141182199
155;0.135177985
160;0.13519223
165;0.136910662
170;0.138530925
175;0.136308759
180;0.139287457
185;0.138051957
190;0.1365816
195;0.134862646
200;0.133611798
205;0.135988683
210;0.13531372
215;0.135552973
220;0.137025297
225;0.13673377
230;0.136846453
235;0.1338249
240;0.137230426
245;0.133526295
250;0.139509916
255;0.134993836
260;0.136956051
265;0.138385773
270;0.135157093
275;0.139332458
280;0.137101009
285;0.140515327
290;0.135802209
295;0.13652131
5;0.146084771
10;0.141991854
15;0.140634775
20;0.145774499
25;0.142170683
30;0.136644945
35;0.137896881
40;0.138341576
45;0.140282959
50;0.143888384
55;0.13838172
60;0.13797392
65;0.140207827
70;0.135129273
75;0.138104692
80;0.137870088
85;0.139239669
90;0.136502951
95;0.135562554
100;0.137308836
105;0.139342725
110;0.135699183
115;0.138171062
120;0.137567759
125;0.137679964
130;0.134897664
135;0.137740955
140;0.139523596
145;0.134793028
150;0.135353237
155;0.13690424
160;0.138669714
165;0.134777486
170;0.137095124
175;0.135877892
180;0.140927806
185;0.143671349
190;0.136131421
195;0.136030868
200;0.136026278
205;0.136701554
210;0.135558888
215;0.133773699
220;0.138973251
225;0.138057679
230;0.138188452
235;0.136365712
240;0.135290042
245;0.136640877
250;0.13788332
255;0.136201456
260;0.136554629
265;0.133792669
270;0.141224235
275;0.137245014
280;0.145182967
285;0.139748737
290;0.134469062
295;0.135387242
5;0.142354891
10;0.146369398
15;0.144432157
20;0.136101276
25;0.135505363
30;0.138943955
35;0.138721347
40;0.13819164
45;0.138340339
50;0.139393449
55;0.136418611
60;0.135052174
65;0.133778512
70;0.140387237
75;0.141468972
80;0.139303833
85;0.134800434
90;0.135356963
95;0.138600618
100;0.138192341
105;0.138429999
110;0.138442442
115;0.137987897
120;0.134753168
125;0.137365639
130;0.134692922
135;0.141276985
140;0.137520388
145;0.136415601
150;0.134538352
155;0.138706684
160;0.138866693
165;0.140576616
170;0.139120713
175;0.136977866
180;0.139794767
185;0.134303421
190;0.138303101
195;0.136091411
200;0.138375789
205;0.139113277
210;0.137898982
215;0.139947668
220;0.13547492
225;0.138216779
230;0.134339944
235;0.137515396
240;0.141520411
245;0.138353482
250;0.136092097
255;0.136699587
260;0.136218756
265;0.136823148
270;0.133891955
275;0.137625322
280;0.138383403
285;0.135834903
290;0.135590002
295;0.137525097
5;0.143298492
10;0.138766214
15;0.143535376
20;0.136964098
25;0.140184388
30;0.139453441
35;0.138390288
40;0.13845858
45;0.138195634
50;0.137226343
55;0.140612289
60;0.136807829
65;0.138118312
70;0.136417046
75;0.136140198
80;0.135224998
85;0.135633081
90;0.138073251
95;0.137124509
100;0.13763091
105;0.140999392
110;0.135080785
115;0.135452881
120;0.138975993
125;0.134685293
130;0.13997829
135;0.140013322
140;0.13613604
145;0.137753502
150;0.143405452
155;0.139442623
160;0.137825325
165;0.135777965
170;0.137913406
175;0.138214707
180;0.132813275
185;0.134274572
190;0.134612232
195;0.137258753
200;0.136902273
205;0.137888193
210;0.135343477
215;0.136887699
220;0.136631623
225;0.137101397
230;0.136309862
235;0.13627921
240;0.139419153
245;0.136615336
250;0.136040196
255;0.136384487
260;0.140407532
265;0.135601908
270;0.131235778
275;0.13394618
280;0.137035474
285;0.135549545
290;0.139191478
295;0.142818004
