n;mae
185;0.141475827
190;0.140587926
195;0.134768412
200;0.138756767
205;0.135059431
210;0.139227197
215;0.140385091
220;0.137871742
225;0.138874009
230;0.138826862
235;0.141099527
240;0.133943394
245;0.135523126
250;0.133260638
255;0.138943866
260;0.13905248
265;0.138437748
270;0.136951149
275;0.139538556
280;0.135678113
285;0.140661642
290;0.133706108
295;0.137158498
5;0.143810391
10;0.146763399
15;0.14340198
20;0.139476001
25;0.13949877
30;0.136846393
35;0.145121545
40;0.136618197
45;0.140659168
50;0.138464481
55;0.138825163
60;0.137188852
65;0.136376768
70;0.137916908
75;0.136892676
80;0.135416508
85;0.13811101
90;0.144742876
95;0.137145326
100;0.138331816
105;0.140353769
110;0.141376972
115;0.143138975
120;0.138172448
125;0.138459504
130;0.138266504
135;0.138678625
140;0.134757504
145;0.137865365
150;0.13872923
155;0.136901155
160;0.140066057
165;0.13660413
170;0.13726294
175;0.139066711
180;0.137028441
185;0.139101997
190;0.141452163
195;0.134650767
200;0.137081042
205;0.137445122
210;0.139056101
215;0.140877232
220;0.139015883
225;0.136918291
230;0.13854
235;0.133222595
240;0.137650937
245;0.137022018
250;0.134016216
255;0.136303082
260;0.140651375
265;0.136885568
270;0.140530869
275;0.135483384
280;0.140101463
285;0.137617037
290;0.135969654
295;0.139051408
5;0.145902216
10;0.140769437
15;0.145361185
20;0.143411398
25;0.139562547
30;0.140291125
35;0.138085127
40;0.140408739
45;0.136963263
50;0.137181744
55;0.138664529
60;0.137933031
65;0.139594749
70;0.136144504
75;0.140485376
80;0.137909263
85;0.135739967
90;0.137656957
95;0.136358142
100;0.135207772
105;0.135990188
110;0.140521437
115;0.140394986
120;0.141006842
125;0.132904142
130;0.136166871
135;0.136252105
140;0.137952775
145;0.141563296
150;0.13495414
155;0.137101188
160;0.135108054
165;0.136848032
170;0.141744241
175;0.138462484
180;0.138349891
185;0.140553668
190;0.133907542
195;0.134563193
200;0.138108432
205;0.139070332
210;0.137759194
215;0.138949558
220;0.136723012
225;0.136260003
230;0.136581317
235;0.139211699
240;0.137604639
245;0.14360939
250;0.134977371
255;0.135332137
260;0.136989489
265;0.133971855
270;0.135787323
275;0.133153901
280;0.136039242
285;0.135384768
290;0.137777403
295;0.136507586
5;0.14274998
10;0.139387488
15;0.142303541
20;0.143149525
25;0.137387127
30;0.136664644
35;0.135353476
40;0.137136847
45;0.132691696
50;0.13525641
55;0.133418903
60;0.135161206
65;0.137700275
70;0.13710691
75;0.138321444
80;0.14038074
85;0.138824314
90;0.137135983
95;0.135835111
100;0.137353003
105;0.138640225
110;0.139679253
115;0.138107136
120;0.136566386
125;0.138733372
130;0.137507662
135;0.138812691
140;0.14027071
145;0.137544289
150;0.13343209
155;0.137017161
160;0.135630548
165;0.139655173
170;0.13697128
175;0.140448228
180;0.138542607
185;0.135152981
190;0.137482151
195;0.139749765
200;0.140394866
205;0.136822522
210;0.137942508
215;0.142926201
220;0.139849707
225;0.136203825
230;0.135370478
235;0.133743867
240;0.13570632
245;0.138703927
250;0.133571938
255;0.143759161
260;0.137193903
265;0.13524662
270;0.138972238
275;0.137696087
280;0.140494153
285;0.136350915
290;0.136953801
295;0.136909738
5;0.143090889
10;0.145966515
15;0.144406065
20;0.137119234
25;0.142183453
30;0.139493972
35;0.143314973
40;0.135483786
45;0.135043338
50;0.138274923
55;0.13622193
60;0.137508735
65;0.141900629
70;0.139677733
75;0.137329295
80;0.138002232
85;0.136481628
90;0.139421403
95;0.138458684
100;0.135039777
105;0.135335952
110;0.138572514
115;0.137951881
120;0.137451708
125;0.13818644
130;0.136735812
135;0.133868173
140;0.13434881
145;0.139870688
150;0.138140842
155;0.13874115
160;0.140052885
165;0.137729451
170;0.136074349
175;0.136787042
180;0.142069206
185;0.137995034
190;0.136622339
195;0.138203815
200;0.136651352
205;0.135889798
210;0.138528198
215;0.135145217
220;0.133909836
225;0.137297079
230;0.134696782
235;0.135792762
240;0.136870369
245;0.135668918
250;0.134364739
255;0.137711376
260;0.133611321
265;0.137929395
270;0.136201471
275;0.13614513
280;0.136955157
285;0.135847509
290;0.142268926
295;0.139527142
5;0.138985679
10;0.142667428
15;0.141002283
20;0.138132006
25;0.144193783
30;0.140627325
35;0.145525649
40;0.139559105
45;0.139206767
50;0.142803252
55;0.140179947
60;0.13784121
65;0.133811146
70;0.133135781
75;0.135882899
80;0.137237266
85;0.13955465
90;0.136749521
95;0.140802979
100;0.139641449
105;0.141565025
110;0.138489559
115;0.139029428
120;0.136606291
125;0.139675125
130;0.13914682
135;0.137815267
140;0.132272512
145;0.134433582
150;0.141192511
155;0.134320527
160;0.137783155
165;0.138996169
170;0.1388686
175;0.141131788
180;0.136463806
185;0.137620881
190;0.139910996
195;0.136439174
200;0.134011462
205;0.138619959
210;0.139399379
215;0.139379933
220;0.136697933
225;0.137494639
230;0.135415867
235;0.137760609
240;0.136171088
245;0.138767481
250;0.137867823
255;0.142422199
260;0.136801422
265;0.134208798
270;0.138028845
275;0.141163886
280;0.136382341
285;0.141665295
290;0.134487957
295;0.137487024
5;0.138478875
10;0.143196166
15;0.138773128
20;0.14126952
25;0.140057459
30;0.13879469
35;0.140114561
40;0.137088329
45;0.14233458
50;0.141575828
55;0.137675002
60;0.140067995
65;0.135469452
70;0.136354536
75;0.138500586
80;0.142698705
85;0.140325665
90;0.137826979
95;0.134140119
100;0.139764532
105;0.140073046
110;0.138868168
115;0.132003888
120;0.133973643
125;0.136704549
130;0.136218473
135;0.137349233
140;0.138700992
145;0.138603806
150;0.138838306
155;0.137736261
160;0.138473645
165;0.137342021
170;0.133455396
175;0.135883167
180;0.138580695
185;0.13625586
190;0.136460334
195;0.13865836
200;0.137549698
205;0.138261423
210;0.138122097
215;0.139805794
220;0.138093531
225;0.135863557
230;0.136811689
235;0.13740474
240;0.136265367
245;0.136298895
250;0.138377607
255;0.140278503
260;0.136114001
265;0.138965681
270;0.136362836
275;0.132892936
280;0.137567624
285;0.140356973
290;0.137337804
295;0.139977351
5;0.142492756
10;0.140864357
15;0.141489312
20;0.137752488
25;0.142083749
30;0.135434479
35;0.135220274
40;0.135684624
45;0.137077838
50;0.136997074
55;0.137919605
60;0.138363004
65;0.136326596
70;0.137141317
75;0.140211761
80;0.136836097
85;0.137034357
90;0.139347181
95;0.137126952
100;0.13552703
105;0.134856924
110;0.136968002
115;0.141760379
120;0.134043425
125;0.132742107
130;0.139141202
135;0.132826447
140;0.141463369
145;0.134821296
150;0.137368858
155;0.13906081
160;0.137306169
165;0.138844669
170;0.137325227
175;0.137266248
180;0.136317104
185;0.139014572
190;0.137579843
195;0.135957077
200;0.138560459
205;0.138222605
210;0.136223629
215;0.133855835
220;0.134375513
225;0.133737907
230;0.13806054
235;0.136520505
240;0.135213926
245;0.135804161
250;0.138616085
255;0.135393724
260;0.134758607
265;0.138068825
270;0.136370391
275;0.138211042
280;0.142505825
285;0.135845065
290;0.1381879
295;0.136609107
5;0.145566136
10;0.142260969
15;0.138883919
20;0.143690735
25;0.138651237
30;0.137440711
35;0.140094519
40;0.137189046
45;0.138176203
50;0.138169125
55;0.141055435
60;0.135569125
65;0.136038601
70;0.135915235
75;0.134630635
80;0.139316514
85;0.136538014
90;0.1429158
95;0.139688179
100;0.143587917
105;0.138221383
110;0.136232316
115;0.135139093
120;0.138163686
125;0.135001883
130;0.138243169
135;0.139251903
140;0.139230892
145;0.134500533
150;0.135423616
155;0.1358217
160;0.138749436
165;0.132616028
170;0.138568386
175;0.13965258
180;0.136152595
185;0.139411181
190;0.13590993
195;0.137594625
200;0.141067028
205;0.140805736
210;0.136380449
215;0.136517107
220;0.14209941
225;0.132825911
230;0.1374401
235;0.138325348
240;0.143259183
245;0.13477926
250;0.134637013
255;0.135947034
260;0.134506017
265;0.139792413
270;0.13973099
275;0.141851544
280;0.13734059
285;0.137241527
290;0.137905374
295;0.139155492
5;0.140513122
10;0.141958728
15;0.141753674
20;0.140985474
25;0.140044823
30;0.140273079
35;0.137773007
40;0.135108829
45;0.137268677
50;0.140985057
55;0.139168993
60;0.135882556
65;0.138926268
70;0.139736637
75;0.137139842
80;0.142227307
85;0.136027098
90;0.136349469
95;0.137182504
100;0.142168045
105;0.138990834
110;0.137394905
115;0.13382411
120;0.136789367
125;0.135398403
130;0.138589725
135;0.137759671
140;0.136356786
145;0.135445923
150;0.141116261
155;0.141210988
160;0.138118193
165;0.136524379
170;0.139062718
175;0.138611764
180;0.143110424
185;0.135714769
190;0.13663125
195;0.139992565
200;0.141770437
205;0.137633398
210;0.136812389
215;0.136209339
220;0.140754536
225;0.140996441
230;0.137223154
235;0.135153815
240;0.137531817
245;0.140027672
250;0.141414523
255;0.136956811
260;0.137062326
265;0.139445618
270;0.133940488
275;0.137218103
280;0.141593382
285;0.140556321
290;0.139910981
295;0.13744545
5;0.141582221
10;0.144317105
15;0.135662913
20;0.137563944
25;0.138519958
30;0.138899103
35;0.139137894
40;0.141662434
45;0.144085914
50;0.135475904
55;0.139310807
60;0.136932597
65;0.135581687
70;0.13969706
75;0.136777863
80;0.138971359
85;0.133523092
90;0.138742983
95;0.137726888
100;0.13433516
105;0.133972913
110;0.137995958
115;0.136295453
120;0.136737391
125;0.136742204
130;0.138767719
135;0.134760812
140;0.137364224
145;0.139254794
150;0.134306982
155;0.134181485
160;0.136893988
165;0.141665518
170;0.143911108
175;0.141658872
180;0.136797741
185;0.138691992
190;0.135150149
195;0.137598723
200;0.138153836
205;0.13758938
210;0.136728734
215;0.138593569
220;0.135221988
225;0.135463387
230;0.136212319
235;0.138162613
240;0.135429814
245;0.14093478
250;0.137619436
255;0.13288869
260;0.137120992
265;0.140317157
270;0.136206582
275;0.137057438
280;0.139214143
285;0.139917329
290;0.13670066
295;0.136942804
5;0.138768703
10;0.140889809
15;0.142415389
20;0.144833609
25;0.141241357
30;0.138778165
35;0.139933541
40;0.142320663
45;0.135195598
50;0.139587879
55;0.138439521
60;0.140063286
65;0.136901543
70;0.141760796
75;0.137046233
80;0.137845159
85;0.137745455
90;0.13880083
95;0.13483426
100;0.139729917
105;0.141642585
110;0.140486285
115;0.137407809
120;0.139092654
125;0.138828367
130;0.137590989
135;0.134827539
140;0.134808883
145;0.138747811
150;0.141753092
155;0.13692756
160;0.137967288
165;0.138654515
170;0.136450216
175;0.139472246
180;0.135592625
185;0.13783057
190;0.133699775
195;0.136805058
200;0.136794969
205;0.139548108
210;0.136702031
215;0.136683673
220;0.138814405
225;0.145812824
230;0.13460657
235;0.134895682
240;0.137072116
245;0.142844409
250;0.136648566
255;0.136260539
260;0.137868613
265;0.137046814
270;0.141155317
275;0.138337851
280;0.134200573
285;0.136694416
290;0.136436805
295;0.140270129
5;0.138650715
10;0.139223307
15;0.139110997
20;0.142817378
25;0.138387695
30;0.139227897
35;0.141664758
40;0.138189673
45;0.137768909
50;0.154366106
55;0.138966098
60;0.138777032
65;0.135956421
70;0.135142013
75;0.137276962
80;0.140590742
85;0.136874601
90;0.13764967
95;0.134675056
100;0.13292852
105;0.138932407
110;0.139146999
115;0.138400763
120;0.133934811
125;0.140117496
130;0.137953207
135;0.140131772
140;0.137902498
145;0.140061021
150;0.139166236
155;0.139347523
160;0.138770416
165;0.143059433
170;0.137662321
175;0.139177799
180;0.137344956
185;0.140064985
190;0.137787864
195;0.139007241
200;0.137106434
205;0.142349705
210;0.138223127
215;0.135681584
220;0.138726741
225;0.140301302
230;0.132283911
235;0.138062373
240;0.139747381
245;0.135718107
250;0.137194559
255;0.14024359
260;0.138997614
265;0.139403075
270;0.138219595
275;0.134099603
280;0.14121516
285;0.13326925
290;0.14521341
295;0.138434067
5;0.143186092
10;0.143090099
15;0.139937758
20;0.137204349
25;0.13934125
30;0.139711842
35;0.136235148
40;0.133820206
45;0.138770327
50;0.135489777
55;0.141112283
60;0.135029733
65;0.137129113
70;0.135295063
75;0.135819405
80;0.140589356
85;0.136268646
90;0.140165254
95;0.140386537
100;0.134310126
105;0.133120388
110;0.13933298
115;0.139058977
120;0.137464508
125;0.137059629
130;0.139087573
135;0.13661553
140;0.136733487
145;0.137507066
150;0.135797963
155;0.141319677
160;0.137248248
165;0.137897775
170;0.137296781
175;0.137193874
180;0.138366058
185;0.136234894
190;0.13829577
195;0.137074754
200;0.138590023
205;0.137341753
210;0.138340369
215;0.133885294
220;0.137349159
225;0.138935655
230;0.135498181
235;0.139322102
240;0.138313681
245;0.138366565
250;0.136026964
255;0.137525782
260;0.135274962
265;0.14117682
270;0.139961541
275;0.135698378
280;0.137079954
285;0.137051836
290;0.138017938
295;0.13541387
5;0.143236876
10;0.137233973
15;0.14037253
20;0.140420943
25;0.137484714
30;0.139337972
35;0.138393611
40;0.137901425
45;0.140347362
50;0.135524303
55;0.137123629
60;0.139549866
65;0.136262923
70;0.135849208
75;0.1372253
80;0.136996835
85;0.135493085
90;0.136719421
95;0.137081847
100;0.14028433
105;0.137928784
110;0.134769887
115;0.137160912
120;0.135528073
125;0.138447598
130;0.133392483
135;0.138615072
140;0.140226215
145;0.137778372
150;0.139814869
155;0.137515366
160;0.138487712
165;0.141810164
170;0.138272494
175;0.139387414
180;0.139187247
185;0.139246628
190;0.141672358
195;0.136517614
200;0.134532258
205;0.138619095
210;0.136951551
215;0.137562841
220;0.135272309
225;0.139646456
230;0.137879223
235;0.135134369
240;0.142096698
245;0.138133332
250;0.14040038
255;0.135362118
260;0.143021584
265;0.13642101
270;0.135355204
275;0.138292193
280;0.143132359
285;0.131749153
290;0.137623012
295;0.139300317
5;0.14813906
10;0.144595399
15;0.138052732
20;0.144151509
25;0.138490647
30;0.144728601
35;0.135619372
40;0.136864349
45;0.13450937
50;0.137682855
55;0.138601899
60;0.139848351
65;0.143087357
70;0.13630183
75;0.141829938
80;0.137775198
85;0.137059852
90;0.137071833
95;0.135380685
100;0.137159422
105;0.141274735
110;0.136542723
115;0.139835298
120;0.135031238
125;0.134333536
130;0.140519068
135;0.139787495
140;0.139531136
145;0.138420656
150;0.138721719
155;0.134553298
160;0.139614493
165;0.142408967
170;0.144472823
175;0.138867795
180;0.138633341
185;0.143524393
190;0.135611549
195;0.138111442
200;0.135729343
205;0.134516627
210;0.137821496
215;0.138136789
220;0.135905325
225;0.140232429
230;0.134474054
235;0.140113682
240;0.139921978
245;0.135339588
250;0.13879928
255;0.134875476
260;0.136202618
265;0.134355322
270;0.136221126
275;0.138148442
280;0.138065264
285;0.138853103
290;0.141252041
295;0.138883233
5;0.144813389
10;0.138335228
15;0.140941635
20;0.135055751
25;0.145868793
30;0.143440872
35;0.139388233
40;0.134397805
45;0.135822713
50;0.137957782
55;0.13807483
60;0.139990792
65;0.135106891
70;0.132919386
75;0.136488169
80;0.137856349
85;0.136851594
90;0.141009226
95;0.137125447
100;0.144538119
105;0.135726765
110;0.138313815
115;0.138270944
120;0.138097301
125;0.141008034
130;0.137238875
135;0.136790588
140;0.141975865
145;0.135858685
150;0.13892521
155;0.136154756
160;0.134894043
165;0.134788707
170;0.136811465
175;0.139172345
180;0.137155622
185;0.140294805
190;0.138417199
195;0.137699783
200;0.137848124
205;0.140152633
210;0.139475793
215;0.134108499
220;0.136555389
225;0.143031836
230;0.137014419
235;0.136594877
240;0.137423769
245;0.138150409
250;0.142117187
255;0.141456813
260;0.138740137
265;0.136910945
270;0.142730862
275;0.137856349
280;0.13718386
285;0.134667009
290;0.136205599
295;0.139924645
5;0.142731428
10;0.142575547
15;0.145288542
20;0.139320552
25;0.136561513
30;0.134735808
35;0.140588596
40;0.13764675
45;0.136664465
50;0.138305873
55;0.138070747
60;0.141297817
65;0.139084205
70;0.138398618
75;0.136944592
80;0.135560915
85;0.13721095
90;0.143537343
95;0.136443228
100;0.139507726
105;0.137560591
110;0.137157753
115;0.135350049
120;0.13479583
125;0.136144668
130;0.136691138
135;0.137313947
140;0.141094923
145;0.13906014
150;0.137629792
155;0.139289871
160;0.139200971
165;0.138798907
170;0.138690084
175;0.134907067
180;0.133709371
185;0.134264529
190;0.134340361
195;0.141563907
200;0.136435419
205;0.141478464
210;0.140371874
215;0.138579249
220;0.136418909
225;0.135788932
230;0.137563571
235;0.136878043
240;0.138104811
245;0.139628038
250;0.140185371
255;0.140059784
260;0.137461737
265;0.143213227
270;0.138939798
275;0.136098102
280;0.137694106
285;0.137645677
290;0.136841595
295;0.136051118
5;0.141383931
10;0.141994923
15;0.137931392
20;0.137333035
25;0.137273252
30;0.136626139
35;0.137679324
40;0.141884267
45;0.138386801
50;0.137784854
55;0.1340276
60;0.138416782
65;0.135417372
70;0.137475118
75;0.140859708
80;0.138811812
85;0.139511928
90;0.137088627
95;0.141035557
100;0.138505265
105;0.135741055
110;0.140248314
115;0.140242919
120;0.140714318
125;0.137557954
130;0.133759439
135;0.138601959
140;0.13946034
145;0.135261476
150;0.139720827
155;0.135408446
160;0.136963487
165;0.13623558
170;0.138232499
175;0.136102021
180;0.13736546
185;0.135336131
190;0.134168401
195;0.139705837
200;0.137315914
205;0.139220834
210;0.135714918
215;0.134783685
220;0.13670221
225;0.137467295
230;0.139509112
235;0.139425039
240;0.138137683
245;0.138668075
250;0.136368319
255;0.135909185
260;0.134820059
265;0.140122026
270;0.140310466
275;0.135934651
280;0.137910202
285;0.135157809
290;0.137097329
295;0.138295978
5;0.143184736
10;0.140876964
15;0.138892546
20;0.141916409
25;0.137952372
30;0.13635844
35;0.139061972
40;0.137442395
45;0.13828595
50;0.1380274
55;0.135795519
60;0.134344637
65;0.137995765
70;0.14076896
75;0.137794584
80;0.138689756
85;0.134727821
90;0.142365694
95;0.138003364
100;0.136492997
105;0.136215791
110;0.135893628
115;0.134986401
120;0.141795486
125;0.138945535
130;0.138485447
135;0.136069223
140;0.135283813
145;0.141511947
150;0.139291212
155;0.134837866
160;0.138138235
165;0.137740806
170;0.139510691
175;0.139572978
180;0.13417387
185;0.135726646
190;0.138684198
195;0.137251854
200;0.135636911
205;0.137385979
210;0.137050569
215;0.138271242
220;0.140666157
225;0.138814151
230;0.139072403
235;0.13799499
240;0.133222491
245;0.134579435
250;0.134710789
255;0.136444151
260;0.138851985
265;0.14132975
270;0.137676373
275;0.140633523
280;0.13965641
285;0.134956121
290;0.139828682
295;0.141515821
5;0.143407494
10;0.142081782
15;0.141125947
20;0.140184298
25;0.141217604
30;0.140005007
35;0.141290978
40;0.133611917
45;0.135165304
50;0.137874484
55;0.138332784
60;0.136879116
65;0.138430327
70;0.143177778
75;0.137765855
80;0.137756586
85;0.135408521
90;0.135632858
95;0.13729687
100;0.137974977
105;0.134831429
110;0.138935059
115;0.135386884
120;0.137021318
125;0.138297513
130;0.135866702
135;0.134591088
140;0.13648507
145;0.140319183
150;0.132739574
155;0.135113567
160;0.137618244
165;0.137264788
170;0.138775513
175;0.138508767
180;0.137301192
185;0.135141894
190;0.140993953
195;0.135369271
200;0.136742726
205;0.138122261
210;0.143247217
215;0.136036292
220;0.137632608
225;0.133792803
230;0.135471612
235;0.136174455
240;0.135383606
245;0.139561832
250;0.134285033
255;0.134000421
260;0.136612937
265;0.138523966
270;0.137372971
275;0.137644336
280;0.140808105
285;0.134197086
290;0.136889607
295;0.138370886
5;0.138710201
10;0.142846376
15;0.140880197
20;0.136565715
25;0.134832859
30;0.137653932
35;0.144652575
40;0.13854976
45;0.14075236
50;0.138604641
55;0.135739952
60;0.139133006
65;0.134951726
70;0.138225645
75;0.136412516
80;0.136014044
85;0.138334244
90;0.136093453
95;0.137115687
100;0.138122201
105;0.135940522
110;0.137795225
115;0.138436243
120;0.14061664
125;0.135560751
130;0.140847564
135;0.136774123
140;0.141895235
145;0.137115389
150;0.140538394
155;0.137575611
160;0.138448298
165;0.13781108
170;0.136957794
175;0.136668384
180;0.140263155
185;0.136866182
190;0.136735067
195;0.13584061
200;0.136862665
205;0.136448964
210;0.13604103
215;0.136569276
220;0.139890358
225;0.143426895
230;0.135339946
235;0.137515575
240;0.13739416
245;0.137235105
250;0.134846151
255;0.135563225
260;0.135190144
265;0.142507419
270;0.13391225
275;0.136372969
280;0.137911871
285;0.139221072
290;0.133734211
295;0.139141649
5;0.144488528
10;0.138522729
15;0.135645583
20;0.152501732
25;0.135955065
30;0.136085659
35;0.13763985
40;0.135263085
45;0.139961839
50;0.140197635
55;0.13863875
60;0.138672233
65;0.136639193
70;0.134580299
75;0.136613652
80;0.139108285
85;0.139862418
90;0.133930311
95;0.135475233
100;0.141259268
105;0.137939706
110;0.13519688
115;0.137983054
120;0.139252558
125;0.137513503
130;0.138520733
135;0.135600552
140;0.137618646
145;0.136864066
150;0.135181442
155;0.138741821
160;0.140056804
165;0.135933876
170;0.138444915
175;0.136354178
180;0.13786231
185;0.134845406
190;0.13790302
195;0.137661427
200;0.133870363
205;0.140854195
210;0.137819856
215;0.135889173
220;0.138568997
225;0.136018708
230;0.139809638
235;0.138498232
240;0.133455738
245;0.136553049
250;0.139619663
255;0.135322407
260;0.140569165
265;0.136958957
270;0.137636408
275;0.14344576
280;0.132812351
285;0.138507068
290;0.134802505
295;0.137476891
5;0.141918048
10;0.146577656
15;0.140824229
20;0.144867584
25;0.140958399
30;0.136048794
35;0.137926161
40;0.135487512
45;0.139336973
50;0.140270278
55;0.137430355
60;0.137123391
65;0.140620902
70;0.136709496
75;0.139469042
80;0.137509018
85;0.141403973
90;0.136966079
95;0.137999907
100;0.138745487
105;0.139497891
110;0.135837153
115;0.136154145
120;0.137898058
125;0.141206607
130;0.136349797
135;0.138563052
140;0.139441147
145;0.136021078
150;0.139565006
155;0.140403599
160;0.136222795
165;0.13979739
170;0.135690242
175;0.14090158
180;0.137704432
185;0.135952696
190;0.136493057
195;0.134883985
200;0.137043402
205;0.137327373
210;0.135653362
215;0.134157285
220;0.135379747
225;0.143592104
230;0.136754677
235;0.134811029
240;0.132635385
245;0.13402614
250;0.137274295
255;0.134890765
260;0.139669865
265;0.136196986
270;0.138342768
275;0.138552517
280;0.135359034
285;0.137700096
290;0.135940731
295;0.137954846
5;0.142879874
10;0.141621724
15;0.137047067
20;0.13789925
25;0.140253201
30;0.141090706
35;0.138587639
40;0.140772164
45;0.135556653
50;0.135567784
55;0.140316024
60;0.140729383
65;0.135247409
70;0.137310535
75;0.137542889
80;0.138837621
85;0.136005729
90;0.135629937
95;0.138716638
100;0.13845548
105;0.1377085
110;0.134513721
115;0.135492772
120;0.14417696
125;0.136097446
130;0.139260143
135;0.138288751
140;0.139811113
145;0.139175847
150;0.136885703
155;0.140341312
160;0.132973284
165;0.134021491
170;0.137454048
175;0.140242994
180;0.136813834
185;0.136591882
190;0.13370201
195;0.134010077
200;0.134890601
205;0.140581876
210;0.136741728
215;0.1336357
220;0.139698386
225;0.137197182
230;0.135873958
235;0.135168716
240;0.135442093
245;0.135034472
250;0.136643484
255;0.139191628
260;0.136637971
265;0.137220979
270;0.141253412
275;0.135688141
280;0.13529408
285;0.138277784
290;0.139019698
295;0.138786584
5;0.148120612
10;0.14193669
15;0.141087919
20;0.142785057
25;0.141189113
30;0.13620621
35;0.141989186
40;0.136647284
45;0.138536558
50;0.140485495
55;0.141157061
60;0.140778512
65;0.135960877
70;0.139077708
75;0.137764126
80;0.139944896
85;0.134376496
90;0.136298522
95;0.13785401
100;0.136109054
105;0.140071884
110;0.134831235
115;0.139042035
120;0.137320504
125;0.134358495
130;0.136424735
135;0.138246372
140;0.137088835
145;0.137892857
150;0.136709303
155;0.135597676
160;0.137787044
165;0.139900461
170;0.137204185
175;0.139514297
180;0.136940286
185;0.138127685
190;0.137803584
195;0.135677829
200;0.13444671
205;0.139047042
210;0.135477647
215;0.139578864
220;0.139584243
225;0.133704871
230;0.135071144
235;0.135233954
240;0.138570294
245;0.133918747
250;0.137314275
255;0.137984097
260;0.137389585
265;0.138582602
270;0.138881549
275;0.135718942
280;0.133813724
285;0.13526614
290;0.13995643
295;0.136394322
5;0.140078768
10;0.146934226
15;0.139633879
20;0.138391659
25;0.135301307
30;0.137934253
35;0.139608487
40;0.143378511
45;0.137004316
50;0.140655294
55;0.136379123
60;0.137311399
65;0.138655514
70;0.139151648
75;0.131092489
80;0.13777186
85;0.134816706
90;0.134765938
95;0.140511483
100;0.137732789
105;0.138765886
110;0.143772468
115;0.134187087
120;0.136090949
125;0.134859443
130;0.136310354
135;0.136569828
140;0.137274876
145;0.138253599
150;0.137128994
155;0.135546342
160;0.139278933
165;0.136951044
170;0.13892135
175;0.141145661
180;0.138642773
185;0.136888608
190;0.136576429
195;0.136793599
200;0.137534812
205;0.13672626
210;0.13728033
215;0.136250421
220;0.137000293
225;0.135055676
230;0.136318639
235;0.135028437
240;0.136461109
245;0.136782527
250;0.135765851
255;0.138428897
260;0.140748262
265;0.136270508
270;0.136622876
275;0.142249063
280;0.137562707
285;0.139219671
290;0.136889637
295;0.140025228
5;0.141954824
10;0.143634722
15;0.133843392
20;0.146009147
25;0.141321152
30;0.136778101
35;0.141209677
40;0.136980936
45;0.138539344
50;0.13905552
55;0.140008599
60;0.136123806
65;0.140808716
70;0.139374882
75;0.136867225
80;0.138178065
85;0.13790378
90;0.134834677
95;0.135974333
100;0.138816297
105;0.14111194
110;0.139936745
115;0.136422157
120;0.138998374
125;0.135723025
130;0.136990637
135;0.136103064
140;0.138627276
145;0.140421733
150;0.137475923
155;0.136571988
160;0.138230249
165;0.138040006
170;0.138825059
175;0.138409078
180;0.137109905
185;0.138281554
190;0.134821936
195;0.136101931
200;0.136226103
205;0.135470271
210;0.134949252
215;0.138526991
220;0.140845314
225;0.136333153
230;0.135169521
235;0.137145504
240;0.136829406
245;0.136555851
250;0.13278757
255;0.134207711
260;0.134310573
265;0.13691628
270;0.139174402
275;0.131635234
280;0.141248062
285;0.135759294
290;0.137479663
295;0.144399747
5;0.14403832
10;0.143193394
15;0.138804004
20;0.137959808
25;0.141689777
30;0.136753336
35;0.140821934
40;0.138433889
45;0.138198644
50;0.137393415
55;0.138493791
60;0.138880253
65;0.139575794
70;0.136183068
75;0.1381547
80;0.137821838
85;0.136631072
90;0.137954921
95;0.136736244
100;0.133920059
105;0.138866425
110;0.135141566
115;0.135797441
120;0.137542635
125;0.137828976
130;0.135892093
135;0.140433386
140;0.139587849
145;0.138713896
150;0.135928795
155;0.136583433
160;0.136415333
165;0.133787125
170;0.13734737
175;0.140181184
180;0.138396606
185;0.136399388
190;0.136192158
195;0.139533386
200;0.13594459
205;0.137061685
210;0.13830772
215;0.137910441
220;0.138766825
225;0.138329789
230;0.140687361
235;0.139567792
240;0.137110814
245;0.138524041
250;0.14017567
255;0.136331633
260;0.137470484
265;0.133256346
270;0.136475563
275;0.138936982
280;0.141679972
285;0.137026176
290;0.134216219
295;0.140310392
5;0.143025815
10;0.143488467
15;0.139125004
20;0.139723465
25;0.13589333
30;0.13852337
35;0.137953818
40;0.140769228
45;0.135984004
50;0.136691153
55;0.142065197
60;0.135424852
65;0.138700053
70;0.137152091
75;0.139481366
80;0.136439964
85;0.132923409
90;0.136750832
95;0.134028181
100;0.135261893
105;0.134496167
110;0.134111777
115;0.135715038
120;0.134798765
125;0.141140506
130;0.142721191
135;0.138492718
140;0.139139831
145;0.139774427
150;0.13676621
155;0.131733105
160;0.142671227
165;0.138598293
170;0.135552585
175;0.139070094
180;0.137451813
185;0.138615787
190;0.135506511
195;0.135786489
200;0.134211853
205;0.139524102
210;0.13773784
215;0.137898296
220;0.139731944
225;0.138108
230;0.137654051
235;0.134960398
240;0.140936047
245;0.13536568
250;0.137790918
255;0.136166319
260;0.136062935
265;0.135318041
270;0.135289267
275;0.139383897
280;0.137698501
285;0.138149217
290;0.141075119
295;0.135130256
5;0.141178519
10;0.142055035
15;0.14212954
20;0.133922517
25;0.14276953
30;0.137375638
35;0.1362551
40;0.136111602
45;0.135089114
50;0.135668471
55;0.136715457
60;0.136658713
65;0.138534993
70;0.135166347
75;0.134772703
